DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;HOG;P1692;P1692S1;P1692S2;P1692S3;P1692S4;P1692S5;P1692S6;P1692S7;P1692S8;P1692S9;P1692S10;P1692S11;P1692S12;P1692S13;P1692S14;P1692S15;P1693;P1694;P1694S1;P1694S2;P1694S36;P1694S3;P1694S4;P1694S5;P1694S6;P1694S7;P1694S37;P1694S9;P1694S10;P1694S11;P1694S12;P1694S13;P1694S14;P1694S38;P1694S39;P1694S40;P1694S41;P1694S42;P1694S15;P1694S16;P1694S17;P1694S43;P1694S18;P1694S19;P1694S20;P1694S21;P1694S22;P1694S23;P1694S24;P1694S25;P1694S26;P1694S28;P1694S29;P1694S30;P1694S31;P1694S32;P1694S33;P1694S34;P1694S35;P1695;P1696
672732;237;1004;1;1;81.588197777;1;;;;;;;;;;;1004;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
672820;237;205;1;1;95.091549796;1;;;0205;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2
672866;237;1401;2;1;187.88608526;1;;;;;;;;;;;;;;;1401;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
672979;237;603;2;1;76.14968259;1;;;;;;;0603;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
673145;237;403;1;1;572.53129128;1;;;;;403;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
673145;237;507;1;1;572.53129128;1;;;;;;0507;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
673241;237;1403;1;1;11274.5936;1;;;;;;;;;;;;;;;1403;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
673241;237;1001;1;1;11274.5936;1;;;;;;;;;;;1001;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
673241;237;402;1;1;11274.5936;1;;;;;402;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
673245;237;704;1;1;7897.4313593;1;;;;;;;;0704;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2
673245;237;502;1;1;7897.4313593;1;;;;;;0502;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
673252;237;103;1;1;8339.5592758;1;;0103;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
673252;237;1504;1;1;8339.5592758;1;;;;;;;;;;;;;;;;1504;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
673259;237;1303;1;1;7903.1439464;1;;;;;;;;;;;;;;1303;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
673259;237;902;1;1;7903.1439464;1;;;;;;;;;;0902;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
673266;237;1401;1;1;7383.0750532;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
673266;237;1006;1;1;7383.0750532;1;;;;;;;;;;;1006;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
673266;237;1105;1;1;7383.0750532;1;;;;;;;;;;;;1105;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
673529;237;1205;3;1;257.83669475;1;;;;;;;;;;;;;1205;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
673529;237;301;3;1;257.83669475;1;;;;0301;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
673529;237;704;3;1;257.83669475;1;;;;;;;;0704;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
673529;237;204;3;1;257.83669475;1;;;0204;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
673529;237;502;3;1;257.83669475;1;;;;;;0502;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
673532;237;1408;2;1;211.91166384;1;;;;;;;;;;;;;;;1408;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
673838;237;1003;1;1;187.46494539;1;;;;;;;;;;;1003;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
673838;237;1006;1;2;187.46494539;1;;;;;;;;;;;1006;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
673853;237;201;1;1;117.4085768;1;;;0201;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
673853;237;603;1;1;117.4085768;1;;;;;;;0603;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674033;237;1501;1;1;637.31567777;1;;;;;;;;;;;;;;;;1501;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;27;1
674033;237;1504;1;2;637.31567777;1;;;;;;;;;;;;;;;;1504;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1
674033;237;1403;1;1;637.31567777;1;;;;;;;;;;;;;;;1403;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2
674049;237;1401;2;1;812.01578877;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674049;237;603;2;1;812.01578877;1;;;;;;;0603;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674116;237;1007;1;1;324.84180183;1;;;;;;;;;;;1007;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674125;237;1002;1;1;210.10318703;1;;;;;;;;;;;1002;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674125;237;1401;1;1;210.10318703;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674153;237;703;1;1;2207.7366513;1;;;;;;;;0703;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674153;237;1003;1;1;2207.7366513;1;;;;;;;;;;;1003;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674153;237;1401;1;1;2207.7366513;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1
674153;237;106;1;1;2207.7366513;1;;0106;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674153;237;606;1;1;2207.7366513;1;;;;;;;0606;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674158;237;1003;1;1;2077.2404797;1;;;;;;;;;;;1003;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674158;237;1006;1;2;2077.2404797;1;;;;;;;;;;;1006;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674158;237;201;1;1;2077.2404797;1;;;0201;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674158;237;202;1;2;2077.2404797;1;;;0202;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674158;237;204;1;3;2077.2404797;1;;;0204;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674158;237;1401;1;1;2077.2404797;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674161;237;1201;1;1;1727.7070402;1;;;;;;;;;;;;;1201;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674161;237;201;1;1;1727.7070402;1;;;0201;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674165;237;301;2;1;1837.8878715;1;;;;0301;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2
674165;237;1003;2;1;1837.8878715;1;;;;;;;;;;;1003;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674165;237;201;2;1;1837.8878715;1;;;0201;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2
674165;237;106;2;1;1837.8878715;1;;0106;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;37;1
674166;237;1006;1;1;1378.0110706;1;;;;;;;;;;;1006;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674187;237;1401;1;1;1661.8026775;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674206;237;404;1;1;1365.101859;1;;;;;404;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674206;237;1403;1;1;1365.101859;1;;;;;;;;;;;;;;;1403;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674271;237;302;3;1;1148.1105191;1;;;;0302;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
674271;237;403;3;1;1148.1105191;1;;;;;403;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674333;237;1003;4;1;1566.7844049;1;;;;;;;;;;;1003;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674336;237;301;1;1;820.34055839;1;;;;0301;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;24;2
674336;237;1401;1;1;820.34055839;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674337;237;1010;1;1;1141.4642136;1;;;;;;;;;;;1010;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674337;237;1401;1;1;1141.4642136;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674337;237;103;1;1;1141.4642136;1;;0103;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
674340;237;1301;1;1;1500.4021971;1;;;;;;;;;;;;;;1301;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674340;237;1401;1;1;1500.4021971;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674370;237;1301;1;1;1002.2772422;1;;;;;;;;;;;;;;1301;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2
674370;237;1004;1;1;1002.2772422;1;;;;;;;;;;;1004;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674370;237;1403;1;1;1002.2772422;1;;;;;;;;;;;;;;;1403;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674377;237;102;1;1;2967.9420011;1;;0102;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674386;237;1006;1;1;1171.1856234;1;;;;;;;;;;;1006;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2
674386;237;201;1;1;1171.1856234;1;;;0201;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2
674386;237;1401;1;1;1171.1856234;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674446;237;301;1;1;290.19252783;1;;;;0301;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2
674446;237;702;1;1;290.19252783;1;;;;;;;;0702;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674453;237;704;2;1;1556.098885;1;;;;;;;;0704;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674453;237;606;2;1;1556.098885;1;;;;;;;0606;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674489;237;1204;1;1;163.44404534;1;;;;;;;;;;;;;1204;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674489;237;701;1;1;163.44404534;1;;;;;;;;0701;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674489;237;608;1;1;163.44404534;1;;;;;;;0608;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2
674489;237;1012;1;1;163.44404534;1;;;;;;;;;;;1012;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1
674489;237;904;1;1;163.44404534;1;;;;;;;;;;0904;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674489;237;202;2;1;163.44404534;1;;;0202;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674489;237;402;1;1;163.44404534;1;;;;;402;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674489;237;1401;1;1;163.44404534;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1
674489;237;1401;2;1;163.44404534;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2
674492;237;702;2;1;163.44404534;1;;;;;;;;0702;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674492;237;607;2;1;163.44404534;1;;;;;;;0607;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674492;237;1001;2;1;163.44404534;1;;;;;;;;;;;1001;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674492;237;1401;2;1;163.44404534;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;2
674492;237;103;2;1;163.44404534;1;;0103;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674492;237;404;2;1;163.44404534;1;;;;;404;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674492;237;504;2;1;163.44404534;1;;;;;;0504;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674496;237;1401;1;1;51.763632261;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2
674503;237;204;1;1;64.188934171;1;;;0204;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674505;237;302;1;1;81.996129555;1;;;;0302;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674505;237;603;1;1;81.996129555;1;;;;;;;0603;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674505;237;1401;1;1;81.996129555;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1
674505;237;101;1;1;81.996129555;1;;0101;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674505;237;401;1;1;81.996129555;1;;;;;401;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674513;237;1401;1;1;55.965501164;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1
674535;237;302;1;1;80.176981311;1;;;;0302;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674535;237;1305;3;1;80.176981311;1;;;;;;;;;;;;;;1305;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674535;237;406;3;1;80.176981311;1;;;;;406;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674535;237;201;1;1;80.176981311;1;;;0201;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674535;237;201;3;1;80.176981311;1;;;0201;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674535;237;401;3;2;80.176981311;1;;;;;401;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674535;237;1401;1;1;80.176981311;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674540;237;1501;2;1;101.17810287;1;;;;;;;;;;;;;;;;1501;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2
674540;237;607;2;1;101.17810287;1;;;;;;;0607;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674540;237;401;2;1;101.17810287;1;;;;;401;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674541;237;202;2;1;94.47091768;1;;;0202;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674541;237;1408;2;1;94.47091768;1;;;;;;;;;;;;;;;1408;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674559;237;1401;1;1;956.38915939;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674561;237;1006;2;1;956.38915939;1;;;;;;;;;;;1006;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674567;237;1006;1;1;71.869568445;1;;;;;;;;;;;1006;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2
674698;237;704;1;1;67.890815525;1;;;;;;;;0704;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674698;237;1401;1;1;67.890815525;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674725;237;608;1;1;126.97774526;1;;;;;;;0608;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674861;237;1007;1;1;91.951762503;1;;;;;;;;;;;1007;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674869;237;1006;1;1;132.03386924;1;;;;;;;;;;;1006;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;2
674869;237;201;1;1;132.03386924;1;;;0201;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
674917;237;606;1;1;122.21437447;1;;;;;;;0606;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;38;2
674917;237;1401;1;1;122.21437447;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674930;237;702;1;1;152.0028467;1;;;;;;;;0702;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674930;237;702;2;1;152.0028467;1;;;;;;;;0702;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674930;237;606;2;1;152.0028467;1;;;;;;;0606;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674930;237;606;1;1;152.0028467;1;;;;;;;0606;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674930;237;205;1;1;152.0028467;1;;;0205;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
674930;237;205;2;1;152.0028467;1;;;0205;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
674939;237;1403;1;1;601.41795115;1;;;;;;;;;;;;;;;1403;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674939;237;1105;1;1;601.41795115;1;;;;;;;;;;;;1105;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674943;237;701;1;1;530.92262898;1;;;;;;;;0701;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674943;237;1003;1;1;530.92262898;1;;;;;;;;;;;1003;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
674943;237;1401;1;1;530.92262898;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
674943;237;602;1;1;530.92262898;1;;;;;;;0602;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
674943;237;501;1;1;530.92262898;1;;;;;;0501;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
675083;237;702;1;1;375.69119298;1;;;;;;;;0702;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
675164;237;1401;1;1;31.010408897;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
675173;237;1401;1;1;57.33657281;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2
675173;237;1107;1;1;57.33657281;1;;;;;;;;;;;;1107;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2
675182;237;1401;1;1;77.105366506;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
675238;237;1005;1;1;36.775020389;1;;;;;;;;;;;1005;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
675240;237;1401;1;1;60.97323144;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
675248;237;602;1;1;53.138678036;1;;;;;;;0602;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
675248;237;1003;1;1;53.138678036;1;;;;;;;;;;;1003;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
675248;237;1401;1;1;53.138678036;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
675255;237;203;1;1;32.427677543;1;;;0203;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
675336;237;1006;1;1;76.693095282;1;;;;;;;;;;;1006;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
675344;237;1006;1;1;41.921743368;1;;;;;;;;;;;1006;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
675344;237;1401;1;1;41.921743368;1;;;;;;;;;;;;;;;1401;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
675396;237;1006;1;1;72.057596968;1;;;;;;;;;;;1006;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
675396;237;1401;1;1;72.057596968;1;;;;;;;;;;;;;;;1401;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1
675530;237;1001;4;1;1875.2085941;1;;;;;;;;;;;1001;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
675530;237;1408;3;1;1875.2085941;1;;;;;;;;;;;;;;;1408;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
675530;237;606;4;1;1875.2085941;1;;;;;;;0606;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
675533;237;301;4;1;452.93020134;1;;;;0301;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
675533;237;703;3;1;452.93020134;1;;;;;;;;0703;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
