DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;HOG;P3154;P1672;P1673;P1673S1;P1673S2;P1673S36;P1673S3;P1673S4;P1673S5;P1673S6;P1673S7;P1673S37;P1673S9;P1673S10;P1673S11;P1673S12;P1673S13;P1673S14;P1673S38;P1673S39;P1673S40;P1673S41;P1673S42;P1673S15;P1673S16;P1673S17;P1673S43;P1673S18;P1673S19;P1673S20;P1673S21;P1673S22;P1673S23;P1673S24;P1673S25;P1673S26;P1673S28;P1673S29;P1673S30;P1673S31;P1673S32;P1673S33;P1673S34;P1673S35;P1674;P1675;P1676;P1676S2;P1676S3;P1677;P1678;P1679;P1680;P1681;P1682;P1683;P1684;P1685;P1686;P1687;P1688;P1689;P1690
698201;237;1;1;1;92.445957426;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;2;4;;
698201;237;1;7;1;92.445957426;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;2;9;;
698251;237;1;1;1;109.96797967;1;1006;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
698251;237;1;3;1;109.96797967;1;1006;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
698252;237;1;2;1;169.44829828;1;0205;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;7;2;1;10;;;;;;;;1;1;1;1;;7;1
698253;237;1;2;1;169.44829828;1;0205;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;7;2;1;7;;;;;;;;1;1;1;1;;7;1
698255;237;1;1;1;182.07228347;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;8;;;;;;;;1;1;2;1;;7;1
698256;237;1;1;1;183.74133579;1;1006;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
698281;237;1;1;1;551.60204133;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
698282;237;1;1;1;3515.9853426;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;;1;;;
698290;237;1;1;1;1026.7874062;1;0302;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;7;3;;;1;;;;;;;;2;;2;1;7;2
698290;237;1;2;1;1026.7874062;1;1006;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;9;3;;;1;;;;;;;;2;;2;2;7;5
698296;237;1;1;1;1585.2244624;1;0103;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;4;1;;1;
698296;237;2;1;2;1585.2244624;1;1105;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;4;1;;1;
698296;237;1;2;1;1585.2244624;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
698297;237;1;2;1;2147.0535825;1;0606;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;;7;1
698299;237;1;3;1;1306.2776435;1;0105;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;3;;;2;;;;;;;;2;;1;;1;
698299;237;2;3;2;1306.2776435;1;1401;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;;;;;;;;;;;2;;1;;1;
698300;237;1;1;1;2209.6347991;1;0606;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;1;3;2;1;1;
698300;237;2;1;2;2209.6347991;1;0608;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;1;;
698305;237;1;1;1;2110.8952254;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
698310;237;1;1;1;1870.8883593;1;0302;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;12;1;;;
698310;237;2;1;2;1870.8883593;1;0702;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;2;12;9;;;;;;;;1;1;12;1;;7;1
698310;237;1;2;1;1870.8883593;1;0703;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;2;12;5;;;;;;;;1;1;10;1;;7;1
698310;237;2;2;2;1870.8883593;1;1003;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;2;12;5;;;;;;;;1;1;11;1;;7;1
698310;237;1;3;1;1870.8883593;1;0302;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;7;2;12;5;;;;;;;;1;1;12;1;;7;1
698310;237;2;3;2;1870.8883593;1;0504;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;2;;2;2;7;1
698310;237;1;4;1;1870.8883593;1;0702;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;2;1;;;
698311;237;1;2;1;1534.0448795;1;0201;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;5;4;;;;4;;;;;;;2;;2;1;7;1
698311;237;1;2;1;1534.0448795;2;0201;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;2;;2;1;7;1
698311;237;2;2;2;1534.0448795;2;0301;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;7;3;;;1;;;;;;;;2;;2;1;7;1
698312;237;1;2;1;1744.8928114;1;0105;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;1;1;12;1;;7;8
698315;237;1;1;1;1685.7408662;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;1;2;1;;;
698316;237;1;1;1;1453.8269926;1;0102;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;1;8;;;;;;;;1;1;1;1;;7;2
698316;237;2;1;2;1453.8269926;1;1003;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;2;8;;;;;;;;1;1;1;1;;7;1
698317;237;1;2;1;1477.9854862;1;1401;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;5;;;;;;;;2;;2;4;7;3
698317;237;2;2;2;1477.9854862;1;1408;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;1;;;;;;;;2;;2;1;7;3
698321;237;1;1;1;884.74424945;1;1007;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;9;3;;;1;;;;;;;;2;;2;2;7;2
698323;237;1;1;1;1943.4536738;1;0503;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
698323;237;2;1;2;1943.4536738;1;1401;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;15;0;;;;;;;;1;1;15;1;;7;2
698324;237;1;1;1;1836.20181;1;0606;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;1;1;;;
698324;237;2;1;2;1836.20181;1;1006;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;5;;;;;;;;;;;2;;1;;7;1
698324;237;1;3;1;1836.20181;1;0102;1;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;16;7;1;2;0;;;;;;;;1;2;;2;1;1;
698330;237;2;1;2;1270.6494152;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;2;;2;1;;
698330;237;1;1;1;1270.6494152;1;0104;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;2;;1;;7;5
698341;237;1;1;1;1502.6480938;1;0403;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;;7;1
698341;237;2;1;2;1502.6480938;1;0504;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;1;2;1;;;
698341;237;1;2;1;1502.6480938;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
698350;237;1;1;1;1309.5319771;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
698350;237;1;4;1;1309.5319771;1;1204;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;1;1;10;;;;;;;;1;1;1;1;;7;1
698351;237;1;1;1;2056.3523839;1;0608;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;;;;1;1;1;1;;7;6
698351;237;1;4;1;2056.3523839;1;1007;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;7;5;;;;;;;;;;;2;;2;5;7;5
698362;237;1;1;1;1342.761406;1;1410;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;2;;2;11;;
698362;237;1;2;1;1342.761406;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;7;;
698362;237;1;3;1;1342.761406;1;0504;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;3;;;6;;;;;;;;2;;1;;7;1
698366;237;2;1;2;1595.8624563;1;0301;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;4;1;12;10;;;;;;;;1;1;12;1;;7;1
698366;237;1;2;1;1595.8624563;1;0201;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;4;1;12;10;;;;;;;;1;1;12;1;;7;5
698366;237;1;3;1;1595.8624563;1;0201;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;4;1;12;10;;;;;;;;1;1;12;1;;7;1
698366;237;1;1;1;1595.8624563;1;0103;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;2;;1;;;
698367;237;1;2;1;1470.584852;1;0201;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;;7;1
698369;237;1;1;1;1625.6262839;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;1;1;7;;;;;;;;1;1;1;1;;7;1
698374;237;1;1;1;1158.1598407;1;0302;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;7;2;1;9;;;;;;;;1;1;1;1;;7;1
698374;237;1;3;1;1158.1598407;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;1;;
698374;237;2;3;2;1158.1598407;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;2;3;;
698374;237;1;4;1;1158.1598407;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
698376;237;1;1;1;2369.6970629;1;0103;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;2;;1;;;
698376;237;2;1;2;2369.6970629;1;0601;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;6;;;;;;;;;;;1;1;1;;7;1
698377;237;1;1;1;1927.7043058;1;1003;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;1;1;2;1;;7;1
698383;237;1;2;1;825.18064042;1;0201;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;4;1;3;0;;;;;;;;2;2;;2;3;7;1
698386;237;1;1;1;2218.8537524;1;1003;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;3;;;1;;;;;;;;2;;1;;7;1
698386;237;1;2;1;2218.8537524;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;7;;
698390;237;1;1;1;825.18309133;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;1;;;
698392;237;1;1;1;975.93962265;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;7;5;;;;;;;;;;;2;;1;;7;1
698395;237;1;1;1;1272.317675;1;0102;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;;7;1
698395;237;1;2;1;1272.317675;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;1;;
698398;237;1;1;1;1235.3535981;1;0103;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;2;;2;1;7;1
698398;237;2;1;2;1235.3535981;1;0103;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;1;;
698400;237;1;1;1;1474.9690852;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;1;1;;;
698401;237;1;1;1;1991.9697946;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
698403;237;1;1;1;1229.7150856;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;5;;;;;;;;;;;1;1;1;;7;1
698404;237;1;2;1;1193.5656943;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
698406;237;1;2;1;1502.9375078;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;2;1;;
698408;237;1;1;1;1543.6957128;1;1408;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
698408;237;2;1;2;1543.6957128;1;1401;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;2;;1;;7;1
698410;237;1;1;1;1559.5626072;1;1402;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;3;;;1;;;;;;;;2;;2;1;4;
698414;237;1;1;1;1994.8913705;1;0302;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;7;5;;;;;;;;;;;2;;2;1;7;5
698430;237;1;1;1;1433.3569519;1;1408;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;7;1;2;8;;;;;;;;1;1;2;1;;7;8
698430;237;2;1;2;1433.3569519;1;1408;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;7;1;2;8;;;;;;;;1;1;2;1;;7;8
698437;237;1;1;1;1922.128841;1;0102;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;2;2;5;;;;;;;;1;1;2;1;;2;
698437;237;2;1;2;1922.128841;1;0103;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;6;1;;1;
698438;237;1;1;1;2752.229166;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;4;5;;;;;;;;;;;2;;1;;7;1
698440;237;1;1;1;2016.9038336;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;5;;;;;;;;;;;2;;2;4;7;2
698467;237;1;1;1;1086.1396169;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;7;1;3;7;;;;;;;;1;1;2;1;;7;2
698468;237;1;1;1;1501.3963254;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;3;;;99;;;;;;;;2;;2;1;7;1
698477;237;1;1;1;1893.4670839;1;1408;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;7;1;1;3;;;;;;;;1;1;1;1;;7;1
698477;237;1;2;1;1893.4670839;1;0302;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;1;1;8;;;;;;;;1;1;1;1;;7;1
698477;237;2;2;2;1893.4670839;1;1007;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;2;1;7;;;;;;;;1;1;1;1;;7;1
698477;237;1;3;1;1893.4670839;1;1408;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;7;1;1;2;;;;;;;;1;1;1;1;;7;2
698478;237;1;1;1;1799.4724609;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;4;3;;;5;;;;;;;;2;;1;;7;1
698478;237;1;2;1;1799.4724609;1;1408;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;7;1;1;3;;;;;;;;1;1;1;1;;7;8
698479;237;1;1;1;2142.9505378;1;0504;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;2;1;10;;;;;;;;1;1;1;2;2;7;1
698479;237;1;2;1;2142.9505378;1;1403;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;1;1;;;
698499;237;1;1;1;2866.7178714;1;0202;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;7;1;3;5;;;;;;;;1;1;8;1;;7;1
698499;237;2;1;2;2866.7178714;1;0202;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;7;1;8;5;;;;;;;;1;1;8;1;;7;1
698500;237;1;1;1;1608.6689705;1;1402;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;2;1;;
698505;237;1;1;1;1374.8949133;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;38;7;5;;;;;;;;;;;1;1;2;3;7;3
698506;237;1;1;1;1802.7597436;1;0508;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;2;;2;1;7;1
698506;237;2;1;2;1802.7597436;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;7;3;;;99;;;;;;;;2;;1;;7;1
698506;237;1;2;1;1802.7597436;1;1402;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;2;3;;
698508;237;1;2;1;1278.0903456;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;4;4;;;;5;;;;;;;2;;2;1;7;5
698509;237;1;1;1;1607.6795823;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
698515;237;1;2;1;2017.8198986;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
698517;237;1;1;1;2088.8017569;1;0103;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;1;;7;1
698517;237;2;1;2;2088.8017569;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;1;1;;;
698518;237;1;1;1;2565.7685755;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
698533;237;1;1;1;1481.8787131;1;1003;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;7;1;1;8;;;;;;;;1;1;1;1;;7;1
698560;237;1;1;1;1442.1705188;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
698560;237;1;3;1;1442.1705188;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
698569;237;1;2;1;965.25698559;1;1003;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;2;1;;7;1
698571;237;1;1;1;939.84775277;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;1;;
698574;237;1;1;1;844.43776041;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
698587;237;1;2;1;815.77042283;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;2;1;;
698610;237;1;1;1;1617.263893;1;0505;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;1;2;1;;1;
698611;237;1;1;1;1989.2961752;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
698628;237;1;2;1;1588.311769;1;1403;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;2;1;7;1
698638;237;1;1;1;1607.6795823;1;0703;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
698638;237;2;1;2;1607.6795823;1;1003;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;1;;;
698638;237;1;2;1;1607.6795823;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;7;1;1;10;;;;;;;;1;1;2;1;;7;1
698648;237;1;1;1;83.137625137;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;1;;
698671;237;1;1;1;1693.8520697;1;0201;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;7;1;1;9;;;;;;;;1;1;1;1;;7;8
698671;237;2;1;2;1693.8520697;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;7;1;1;9;;;;;;;;1;1;1;1;;7;8
698671;237;1;4;1;1693.8520697;1;1401;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;9;;;;;;;;1;1;1;1;;7;1
698677;237;1;2;1;1852.7603774;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;7;5;;;;;;;;;;;2;;1;;7;1
698681;237;1;2;1;1744.8928114;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;5;;;;;;;;;;;2;;1;;7;1
698697;237;1;1;1;1548.9926481;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;1;1;1;;;
698699;237;1;1;1;1548.9926481;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
698705;237;1;1;1;1486.5919131;1;1408;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;4;;;;6;;;;;;;1;1;1;;7;1
698705;237;1;2;1;1486.5919131;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;7;1;2;10;;;;;;;;1;1;2;1;;1;
698706;237;1;1;1;2188.4295258;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;2;;1;;;
698706;237;1;2;1;2188.4295258;1;1007;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;9;8;;;;;;;;1;1;10;1;;1;
698707;237;1;1;1;797.64219121;1;1401;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;1;8;;;;;;;;1;1;1;1;;7;1
698724;237;1;1;1;4659.7372815;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;38;7;3;;;2;;;;;;;;2;;1;;5;
698724;237;2;1;2;4659.7372815;1;1401;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;7;5;;;;;;;;;;;2;;1;;5;
698732;237;1;1;1;1996.2736695;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;2;1;;
698733;237;1;1;1;2312.0844099;1;1401;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;1;;;
698740;237;1;1;1;1691.3199631;1;1408;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;1;1;2;7;;
