DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C
691636;236;1;1;1;565.94045913
691638;236;1;1;1;674.16278659
691639;236;1;1;1;380.66094745
691641;236;1;1;1;781.28791615
691643;236;1;1;1;396.11656795
691645;236;1;1;1;405.56616668
691647;236;1;1;1;494.6334566
691648;236;1;1;1;567.45036957
691649;236;1;1;1;617.00163834
691650;236;1;1;1;808.55313587
691654;236;1;1;1;466.06846218
691656;236;1;1;1;317.64256855
691658;236;1;1;1;391.48822133
691660;236;1;1;1;460.25117946
691663;236;1;1;1;255.70740607
691665;236;1;1;1;526.74755136
691666;236;1;1;1;208.97734212
691667;236;1;1;1;486.40009952
691668;236;1;1;1;570.04577872
691669;236;1;1;1;571.37475494
691671;236;1;1;1;603.66857888
691675;236;1;1;1;590.5667875
691676;236;1;1;1;486.40009952
691677;236;1;1;1;493.80823873
691678;236;1;1;1;486.40009952
691679;236;1;1;1;571.37475494
691683;236;1;1;1;462.18270326
691684;236;1;1;1;472.43627912
691685;236;1;1;1;380.66094745
691686;236;1;1;1;472.43627912
691688;236;1;1;1;679.57338488
691690;236;1;1;1;376.79715607
691691;236;1;1;1;783.84375947
691692;236;1;1;1;634.97395464
691693;236;1;1;1;366.93759099
691694;236;1;1;1;322.04885135
691696;236;1;1;1;629.54837656
691697;236;1;1;1;497.70590161
691698;236;1;1;1;428.24356588
691699;236;1;1;1;406.08248211
691700;236;1;1;1;371.76898612
691702;236;1;1;1;341.10577874
691704;236;1;1;1;453.22339786
691705;236;1;1;1;469.02044577
691706;236;1;1;1;503.24450872
691708;236;1;1;1;477.29833793
691709;236;1;1;1;501.88813126
691710;236;1;1;1;582.87060914
691711;236;1;1;1;349.68792475
691714;236;1;1;1;536.0233666
691716;236;1;1;1;718.65458308
691718;236;1;1;1;285.51858134
691719;236;1;1;1;244.28865011
691720;236;1;1;1;285.51858134
691722;236;1;1;1;881.69707982
691723;236;1;1;1;771.2857499
691724;236;1;1;1;693.27405489
691725;236;1;1;1;570.99142118
691726;236;1;1;1;834.44611239
691727;236;1;1;1;570.99142118
691728;236;1;1;1;681.39519931
691729;236;1;1;1;487.19325869
691730;236;1;1;1;717.35092993
691732;236;1;1;1;585.97747697
691733;236;1;1;1;309.16689729
691734;236;1;1;1;382.47116769
691735;236;1;1;1;999.59061027
691736;236;1;1;1;586.27555722
691737;236;1;1;1;590.5453489
691738;236;1;1;1;653.93725668
691740;236;1;1;1;309.16689729
691742;236;1;1;1;357.73028135
691743;236;1;1;1;545.59966559
691744;236;1;1;1;590.5453489
691745;236;1;1;1;846.88325629
691746;236;1;1;1;661.18699579
691747;236;1;1;1;415.26648813
691748;236;1;1;1;442.55073042
691749;236;1;1;1;504.19931265
691750;236;1;1;1;484.37336245
691751;236;1;1;1;483.07327702
691752;236;1;1;1;475.82618431
691753;236;1;1;1;632.84537175
691754;236;1;1;1;507.0893786
691755;236;1;1;1;479.767386
691756;236;1;1;1;375.21635662
691757;236;1;1;1;356.89822668
691759;236;1;1;1;365.10108737
691760;236;1;1;1;369.74616261
691761;236;1;1;1;362.57871829
691762;236;1;1;1;309.16689729
691763;236;1;1;1;369.74616261
691764;236;1;1;1;365.10802328
691765;236;1;1;1;332.52976539
691766;236;1;1;1;446.12278335
691767;236;1;1;1;382.58716263
691768;236;1;1;1;462.18270326
691769;236;1;1;1;304.52875796
691770;236;1;1;1;435.8732619
691771;236;1;1;1;551.31332212
691772;236;1;1;1;486.53523169
691773;236;1;1;1;386.45862161
691774;236;1;1;1;386.45862161
691775;236;1;1;1;462.18270326
691776;236;1;1;1;462.18270326
691777;236;1;1;1;1077.409516
691778;236;1;1;1;866.59256862
691780;236;1;1;1;431.02597181
691781;236;1;1;1;463.75971575
691782;236;1;1;1;481.54986022
691783;236;1;1;1;491.06912222
691784;236;1;1;1;411.46917704
691785;236;1;1;1;1359.8330885
691787;236;1;1;1;462.18270326
691788;236;1;1;1;472.43627912
691789;236;1;1;1;292.51287671
691790;236;1;1;1;411.46917704
691791;236;1;1;1;446.12278335
691792;236;1;1;1;446.12278335
691793;236;1;1;1;424.26518927
691794;236;1;1;1;343.51877477
691795;236;1;1;1;347.24591228
691796;236;1;1;1;951.83671325
691797;236;1;1;1;397.47809039
691798;236;1;1;1;343.51877477
691799;236;1;1;1;479.28982699
691800;236;1;1;1;360.59689145
691801;236;1;1;1;464.51249718
691802;236;1;1;1;396.5535852
691803;236;1;1;1;410.82906957
691806;236;1;1;1;505.33393266
691807;236;1;1;1;305.21122519
691808;236;1;1;1;552.08374516
691810;236;1;1;1;552.08374516
691811;236;1;1;1;647.46199694
691812;236;1;1;1;365.00955001
691813;236;1;1;1;396.34257544
691814;236;1;1;1;365.00955001
691815;236;1;1;1;336.6565994
691816;236;1;1;1;336.6565994
691817;236;1;1;1;299.16089663
691819;236;1;1;1;311.4498661
691820;236;1;1;1;372.83941124
691821;236;1;1;1;440.72858248
691822;236;1;1;1;285.51858134
691823;236;1;1;1;290.06297463
691824;236;1;1;1;263.34027331
691826;236;1;1;1;378.14948449
691827;236;1;1;1;539.19714367
691829;236;1;1;1;316.19341768
691832;236;1;1;1;429.93540862
691833;236;1;1;1;423.66747799
691834;236;1;1;1;348.93920183
691840;236;1;1;1;71.258228313
691841;236;1;1;1;58.560778477
691842;236;1;1;1;60.745060242
691843;236;1;1;1;79.926716438
691844;236;1;1;1;83.392367672
691845;236;1;1;1;79.514586517
691846;236;1;1;1;81.119862027
691847;236;1;1;1;82.349919569
691848;236;1;1;1;57.967371336
691849;236;1;1;1;64.293124179
691850;236;1;1;1;29.586525915
691851;236;1;1;1;48.966044436
691852;236;1;1;1;59.007656126
691853;236;1;1;1;45.674330712
691854;236;1;1;1;48.893990779
691855;236;1;1;1;42.608242121
691856;236;1;1;1;71.963069019
691857;236;1;1;1;89.553161698
691858;236;1;1;1;82.340936956
691859;236;1;1;1;84.06062639
691860;236;1;1;1;82.117652755
691861;236;1;1;1;66.104159988
691862;236;1;1;1;90.438928071
691863;236;1;1;1;79.936319102
691864;236;1;1;1;102.0606157
691865;236;1;1;1;42.6275821
691866;236;1;1;1;32.670015706
691867;236;1;1;1;38.050236339
691868;236;1;1;1;34.068772576
691869;236;1;1;1;42.721845098
691870;236;1;1;1;41.79300664
691871;236;1;1;1;37.014606234
691872;236;1;1;1;56.36842567
691873;236;1;1;1;28.901196841
691874;236;1;1;1;35.386628838
691875;236;1;1;1;39.035703446
691876;236;1;1;1;67.767407581
691877;236;1;1;1;85.465534924
691878;236;1;1;1;54.726755546
691879;236;1;1;1;85.465534924
691880;236;1;1;1;51.047781384
691881;236;1;1;1;96.670151311
691882;236;1;1;1;85.465534924
691883;236;1;1;1;60.523917826
691884;236;1;1;1;41.411774762
691885;236;1;1;1;31.550681141
691886;236;1;1;1;54.288404259
691887;236;1;1;1;38.499388384
691888;236;1;1;1;42.485512411
691889;236;1;1;1;29.404722345
691890;236;1;1;1;48.794629307
691891;236;1;1;1;50.358989609
691892;236;1;1;1;54.288404259
691893;236;1;1;1;53.068540265
691894;236;1;1;1;61.474690902
691895;236;1;1;1;58.457826262
691896;236;1;1;1;32.951668691
691897;236;1;1;1;56.840775026
691898;236;1;1;1;56.155674829
691899;236;1;1;1;43.915166377
691900;236;1;1;1;53.469163068
691901;236;1;1;1;31.522014725
691902;236;1;1;1;54.216254786
691903;236;1;1;1;60.63004518
691904;236;1;1;1;73.170645213
691905;236;1;1;1;69.706613296
691906;236;1;1;1;66.771878776
691907;236;1;1;1;55.772169978
691908;236;1;1;1;92.977133023
691909;236;1;1;1;39.172835548
691910;236;1;1;1;71.091331588
691911;236;1;1;1;61.530701716
691912;236;1;1;1;50.358989609
691913;236;1;1;1;55.254098976
691914;236;1;1;1;107.6387966
691915;236;1;1;1;54.375047788
691916;236;1;1;1;55.182214953
691917;236;1;1;1;39.406136665
691918;236;1;1;1;143.25427252
691919;236;1;1;1;55.772169978
691920;236;1;1;1;57.051099624
691921;236;1;1;1;39.322515869
691922;236;1;1;1;50.8838882
691923;236;1;1;1;66.872171629
691924;236;1;1;1;59.955466268
691925;236;1;1;1;51.578853602
691926;236;1;1;1;76.766631661
691927;236;1;1;1;145.29916653
691928;236;1;1;1;69.517589634
691929;236;1;1;1;81.197484181
691931;236;1;1;1;80.036953647
691932;236;1;1;1;81.072946745
691933;236;1;1;1;93.563828089
691934;236;1;1;1;82.340936956
691935;236;1;1;1;75.56383878
691936;236;1;1;1;91.757893142
691937;236;1;1;1;97.342038012
691938;236;1;1;1;46.27130976
691941;236;1;1;1;82.340936956
691942;236;1;1;1;113.78820808
691943;236;1;1;1;82.947123995
691944;236;1;1;1;77.215155251
691945;236;1;1;1;39.408137018
691946;236;1;1;1;54.222943035
691947;236;1;1;1;84.965736474
691948;236;1;1;1;75.520899705
691949;236;1;1;1;56.510887933
691950;236;1;1;1;53.128239162
691951;236;1;1;1;56.510887933
691952;236;1;1;1;44.412428214
691953;236;1;1;1;123.88558899
691954;236;1;1;1;108.55016069
691955;236;1;1;1;40.636730859
691956;236;1;1;1;95.351263788
691957;236;1;1;1;41.277969526
691958;236;1;1;1;97.936871195
691959;236;1;1;1;81.661169903
691960;236;1;1;1;54.938876648
691961;236;1;1;1;70.289908866
691962;236;1;1;1;82.213953908
691963;236;1;1;1;102.1968175
691964;236;1;1;1;46.467294651
691965;236;1;1;1;64.583871923
691966;236;1;1;1;74.930356986
691967;236;1;1;1;74.930356986
691968;236;1;1;1;53.726847209
691969;236;1;1;1;39.040518985
691970;236;1;1;1;62.85558511
691971;236;1;1;1;54.828800257
691972;236;1;1;1;55.939408089
691973;236;1;1;1;39.950883375
691974;236;1;1;1;35.085128487
691975;236;1;1;1;93.834590965
691976;236;1;1;1;53.49296402
691977;236;1;1;1;53.576487478
691978;236;1;1;1;46.236181036
691979;236;1;1;1;53.726847209
691981;236;1;1;1;70.903629835
691982;236;1;1;1;49.40007228
691983;236;1;1;1;104.27613113
691984;236;1;1;1;40.687839312
691985;236;1;1;1;37.911519392
691986;236;1;1;1;40.496706828
691987;236;1;1;1;40.687839312
691988;236;1;1;1;38.495233904
691989;236;1;1;1;54.899946379
691990;236;1;1;1;50.071557307
691991;236;1;1;1;39.040518985
691992;236;1;1;1;32.946666996
691993;236;1;1;1;55.0496267
691994;236;1;1;1;67.87112378
691995;236;1;1;1;47.637802106
691996;236;1;1;1;47.279625544
691997;236;1;1;1;54.899946379
691998;236;1;1;1;35.469280897
691999;236;1;1;1;63.006736375
692000;236;1;1;1;39.172835548
692001;236;1;1;1;50.178192788
692002;236;1;1;1;44.233286047
692003;236;1;1;1;46.20435955
692004;236;1;1;1;48.825119021
692005;236;1;1;1;50.979441884
692006;236;1;1;1;45.312539823
692007;236;1;1;1;36.226719672
692008;236;1;1;1;42.857644401
692009;236;1;1;1;45.312539823
692010;236;1;1;1;39.399687953
692011;236;1;1;1;50.854708284
692012;236;1;1;1;67.968809735
692013;236;1;1;1;50.979441884
692014;236;1;1;1;46.329093151
692015;236;1;1;1;31.285732482
692016;236;1;1;1;47.147308981
692017;236;1;1;1;59.655557043
692018;236;1;1;1;39.040518985
692019;236;1;1;1;76.469162826
692020;236;1;1;1;85.625639158
692021;236;1;1;1;76.469162826
692022;236;1;1;1;77.993992818
692023;236;1;1;1;55.291607559
692024;236;1;1;1;59.582037143
692025;236;1;1;1;40.652791744
692026;236;1;1;1;63.791960651
692027;236;1;1;1;67.968809735
692028;236;1;1;1;49.153144836
692029;236;1;1;1;79.880874361
692030;236;1;1;1;80.892067406
692031;236;1;1;1;79.117133024
692032;236;1;1;1;92.059886611
692033;236;1;1;1;87.13326662
692034;236;1;1;1;142.91061873
692035;236;1;1;1;79.117133024
692036;236;1;1;1;80.67427858
692037;236;1;1;1;80.67427858
692038;236;1;1;1;44.923815312
692039;236;1;1;1;55.024521721
692040;236;1;1;1;48.645084453
692041;236;1;1;1;54.222943035
692042;236;1;1;1;75.520899705
692043;236;1;1;1;56.510887933
692044;236;1;1;1;62.192459901
692045;236;1;1;1;56.347510376
692046;236;1;1;1;39.408137018
692047;236;1;1;1;74.944332835
692048;236;1;1;1;45.169768605
692049;236;1;1;1;50.85979914
692052;236;1;1;1;54.614605374
692053;236;1;1;1;67.012978092
692054;236;1;1;1;75.340554579
692055;236;1;1;1;64.179780377
692056;236;1;1;1;62.365186596
692057;236;1;1;1;56.510887933
692058;236;1;1;1;82.340936956
692059;236;1;1;1;68.786740603
692060;236;1;1;1;41.696081917
692062;236;1;1;1;77.215155251
692063;236;1;1;1;81.795116688
692064;236;1;1;1;61.43511951
692065;236;1;1;1;72.18635322
692066;236;1;1;1;55.007280619
692067;236;1;1;1;52.736576822
692068;236;1;1;1;96.456271639
692069;236;1;1;1;77.007265917
692070;236;1;1;1;66.004908122
692071;236;1;1;1;45.547601828
692072;236;1;1;1;80.500599807
692076;236;1;1;1;113.65869129
692077;236;1;1;1;74.763559314
692078;236;1;1;1;65.482373584
692080;236;1;1;1;121.40113566
692081;236;1;1;1;83.271480928
692082;236;1;1;1;65.482373584
692083;236;1;1;1;44.9859956
692084;236;1;1;1;114.16131616
692086;236;1;1;1;112.80493057
692087;236;1;1;1;58.683610574
692088;236;1;1;1;92.105238881
692090;236;1;1;1;63.484006798
692091;236;1;1;1;56.510887933
692208;236;1;1;1;501.94338103
692209;236;1;1;1;477.09834719
692210;236;1;1;1;432.20424549
692211;236;1;1;1;517.59110181
692212;236;1;1;1;489.84865691
692213;236;1;1;1;447.04058155
692214;236;1;1;1;415.20194197
692215;236;1;1;1;533.78202061
692216;236;1;1;1;560.28212967
692217;236;1;1;1;581.91486869
692218;236;1;1;1;907.10576616
692219;236;1;1;1;854.04136685
692220;236;1;1;1;779.93188743
692221;236;1;1;1;816.41442818
692222;236;1;1;1;922.54322679
692223;236;1;1;1;844.38227418
692224;236;1;1;1;744.78055455
692225;236;1;1;1;634.57492015
692226;236;1;1;1;942.1544611
692227;236;1;1;1;749.05456737
692228;236;1;1;1;496.32931199
692229;236;1;1;1;382.91551505
692230;236;1;1;1;400.14400999
692231;236;1;1;1;496.32931199
692232;236;1;1;1;521.68729649
692233;236;1;1;1;447.04058155
692234;236;1;1;1;528.16795157
692235;236;1;1;1;438.95130134
692236;236;1;1;1;415.20194197
692237;236;1;1;1;599.56505934
692238;236;1;1;1;2090.2831371
692239;236;1;1;1;1747.5879139
692240;236;1;1;1;1700.3361489
692241;236;1;1;1;1943.0198992
692242;236;1;1;1;1700.3361489
692243;236;1;1;1;1665.7021827
692244;236;1;1;1;1908.385933
692245;236;1;1;1;2168.2315458
692246;236;1;1;1;1908.385933
692247;236;1;1;1;1453.0614382
692248;236;1;1;1;1237.5748889
692249;236;1;1;1;1450.3723365
692250;236;1;1;1;1404.0147162
692251;236;1;1;1;1763.9608146
692252;236;1;1;1;1506.7490463
692253;236;1;1;1;1155.8597882
692254;236;1;1;1;1487.0751712
692255;236;1;1;1;1797.1921565
692256;236;1;1;1;1526.7087464
692257;236;1;1;1;1629.4430765
692258;236;1;1;1;1450.3723365
692259;236;1;1;1;1531.4284282
692260;236;1;1;1;1332.5617462
692261;236;1;1;1;1450.3723365
692262;236;1;1;1;1506.7490463
692263;236;1;1;1;1568.1829268
692264;236;1;1;1;1357.1190611
692265;236;1;1;1;1332.5617462
692266;236;1;1;1;1634.6730528
692267;236;1;1;1;1434.7731659
692268;236;1;1;1;1630.3040755
692269;236;1;1;1;578.59091411
692270;236;1;1;1;494.32737499
692272;236;1;1;1;1085.4111626
692273;236;1;1;1;600.94900903
692274;236;1;1;1;1962.3555839
692275;236;1;1;1;1099.0100362
692276;236;1;1;1;1101.3978762
692277;236;1;1;1;494.32737499
692278;236;1;1;1;775.32607088
692279;236;1;1;1;684.8920822
692280;236;1;1;1;684.8920822
692281;236;1;1;1;828.26823997
692282;236;1;1;1;158.80405718
692283;236;1;1;1;131.19729016
692285;236;1;1;1;267.66144329
692286;236;1;1;1;245.31409081
692287;236;1;1;1;303.49010866
692289;236;1;1;1;350.229662
692291;236;1;1;1;310.69425223
692292;236;1;1;1;311.22782536
692293;236;1;1;1;267.66144329
692294;236;1;1;1;292.55903132
692295;236;1;1;1;1886.5866864
692296;236;1;1;1;1339.7385445
692297;236;1;1;1;1898.6234971
692298;236;1;1;1;1842.8875096
692300;236;1;1;1;967.58493381
692301;236;1;1;1;1123.8272442
692302;236;1;1;1;1229.7150856
692304;236;1;1;1;1189.1570429
692305;236;1;1;1;1099.1623268
692306;236;1;1;1;1029.1304752
692307;236;1;1;1;1033.832528
692308;236;1;1;1;897.34746511
692309;236;1;1;1;1097.9320755
692310;236;1;1;1;1033.832528
692311;236;1;1;1;887.82064038
692312;236;1;1;1;1089.131345
692313;236;1;1;1;1019.4364549
692314;236;1;1;1;819.6013557
692315;236;1;1;1;1127.5778009
692316;236;1;1;1;940.02935241
692317;236;1;1;1;1105.8146386
692318;236;1;1;1;912.20517181
692319;236;1;1;1;1142.6866627
692320;236;1;1;1;1956.3649089
692321;236;1;1;1;1485.2466193
692322;236;1;1;1;1024.1465634
692323;236;1;1;1;1065.5030095
692324;236;1;1;1;1403.4791738
692325;236;1;1;1;1102.670129
692326;236;1;1;1;1403.4791738
692327;236;1;1;1;1265.2507213
692328;236;1;1;1;1346.4599769
692329;236;1;1;1;1169.5620069
692330;236;1;1;1;928.88153645
692331;236;1;1;1;1229.7150856
692332;236;1;1;1;1029.1304752
692333;236;1;1;1;1065.3665994
692334;236;1;1;1;1065.3665994
692335;236;1;1;1;1253.2565904
692336;236;1;1;1;992.98108389
692337;236;1;1;1;1293.5749737
692338;236;1;1;1;1029.1304752
692339;236;1;1;1;1065.3665994
692340;236;1;1;1;1169.4664491
692341;236;1;1;1;1396.1269012
692342;236;1;1;1;1320.4904806
692343;236;1;1;1;1247.6500858
692344;236;1;1;1;1174.809691
692345;236;1;1;1;1152.9941552
692346;236;1;1;1;976.24406703
692347;236;1;1;1;1330.8604823
692348;236;1;1;1;1250.3910341
692349;236;1;1;1;1113.7775706
692350;236;1;1;1;1005.2830481
692351;236;1;1;1;1118.8663723
692352;236;1;1;1;1223.6974006
692353;236;1;1;1;1330.8604823
692354;236;1;1;1;1443.8669008
692355;236;1;1;1;1285.6350558
692356;236;1;1;1;2103.8943492
692357;236;1;1;1;1437.9732856
692358;236;1;1;1;1437.9732856
692359;236;1;1;1;1639.331718
692360;236;1;1;1;1208.9170691
692361;236;1;1;1;1670.8085402
692362;236;1;1;1;1491.7555373
692363;236;1;1;1;1404.6637609
692364;236;1;1;1;1491.7555373
692365;236;1;1;1;1268.4559637
692366;236;1;1;1;1398.2751022
692367;236;1;1;1;1404.6637609
692368;236;1;1;1;1670.8085402
692369;236;1;1;1;1404.6637609
692370;236;1;1;1;1398.2751022
692371;236;1;1;1;1393.4883569
692372;236;1;1;1;1461.9174238
692373;236;1;1;1;1293.9913747
692374;236;1;1;1;1400.0565758
692375;236;1;1;1;1230.7779044
692376;236;1;1;1;1506.1217769
692377;236;1;1;1;1131.5201359
692378;236;1;1;1;1426.140455
692379;236;1;1;1;1930.5026158
692380;236;1;1;1;1284.622079
692381;236;1;1;1;841.7755509
692382;236;1;1;1;1851.7083745
692383;236;1;1;1;2284.4304407
692384;236;1;1;1;785.5954887
692385;236;1;1;1;1846.4474195
692386;236;1;1;1;1951.9287073
692387;236;1;1;1;1853.064867
692388;236;1;1;1;1280.9207547
692389;236;1;1;1;1706.5131661
692390;236;1;1;1;1345.3331536
692391;236;1;1;1;1299.1336908
692392;236;1;1;1;1559.8055206
692393;236;1;1;1;1374.8949133
692394;236;1;1;1;1485.9057284
692395;236;1;1;1;1326.6679245
692396;236;1;1;1;1563.3593483
692397;236;1;1;1;1249.2143047
692398;236;1;1;1;1435.4115398
692399;236;1;1;1;1249.2143047
692400;236;1;1;1;1122.3985232
692401;236;1;1;1;1485.9057284
692402;236;1;1;1;1397.3680961
692403;236;1;1;1;2050.8475818
692404;236;1;1;1;1122.3985232
692405;236;1;1;1;1243.5326576
692406;236;1;1;1;1613.4106609
692408;236;1;1;1;1599.5378761
692409;236;1;1;1;2042.3844042
692410;236;1;1;1;935.6496055
692411;236;1;1;1;1866.9060202
692412;236;1;1;1;1012.2005771
692413;236;1;1;1;1331.7082492
692414;236;1;1;1;1566.570738
692415;236;1;1;1;1403.4744083
692416;236;1;1;1;1484.9084895
692417;236;1;1;1;1292.2906601
692418;236;1;1;1;1404.7840552
692419;236;1;1;1;1439.5838635
692420;236;1;1;1;1166.9794866
692421;236;1;1;1;1161.1019206
692422;236;1;1;1;1404.7840552
692423;236;1;1;1;1331.7082492
692425;236;1;1;1;1909.5577679
692426;236;1;1;1;1065.3665994
692427;236;1;1;1;1162.0316229
692428;236;1;1;1;1723.0542134
692429;236;1;1;1;1715.2174587
692430;236;1;1;1;2049.5251427
692431;236;1;1;1;868.60589456
692432;236;1;1;1;1751.3195536
692433;236;1;1;1;718.93155944
692434;236;1;1;1;1741.9031978
692435;236;1;1;1;1016.0267751
692436;236;1;1;1;2265.6577561
692437;236;1;1;1;1067.3064131
692438;236;1;1;1;867.01695537
692439;236;1;1;1;892.85855412
692440;236;1;1;1;1393.5434097
692441;236;1;1;1;1886.5866864
692442;236;1;1;1;1248.4764837
692443;236;1;1;1;1537.143857
692444;236;1;1;1;1257.6652417
692445;236;1;1;1;1138.2504588
692446;236;1;1;1;1253.2565904
692447;236;1;1;1;823.30438018
692448;236;1;1;1;1016.0267751
692449;236;1;1;1;1292.2906601
692450;236;1;1;1;1713.1740734
692451;236;1;1;1;2367.9090622
692452;236;1;1;1;2929.9243201
692453;236;1;1;1;1737.521201
692454;236;1;1;1;1726.2225639
692455;236;1;1;1;3702.9029957
692456;236;1;1;1;2961.8557366
692457;236;1;1;1;5142.9208274
692458;236;1;1;1;4946.9581321
692459;236;1;1;1;8213.7388261
692460;236;1;1;1;4946.9581321
692461;236;1;1;1;2132.5361303
692462;236;1;1;1;2132.5361303
692463;236;1;1;1;2132.5361303
692464;236;1;1;1;2132.5361303
692465;236;1;1;1;3561.8098551
692466;236;1;1;1;2132.5361303
692467;236;1;1;1;2132.5361303
692468;236;1;1;1;3561.8098551
692469;236;1;1;1;2132.5361303
692470;236;1;1;1;8844.0120949
692471;236;1;1;1;2132.5361303
692472;236;1;1;1;2132.5361303
692473;236;1;1;1;2132.5361303
692474;236;1;1;1;2132.5361303
692475;236;1;1;1;65.734560761
692477;236;1;1;1;100.84279208
692478;236;1;1;1;88.682358756
692479;236;1;1;1;97.550594631
692480;236;1;1;1;68.28177244
692481;236;1;1;1;48.558406842
692482;236;1;1;1;69.369311738
692483;236;1;1;1;44.83665338
692484;236;1;1;1;66.791755178
692485;236;1;1;1;69.369311738
692486;236;1;1;1;64.685351986
692487;236;1;1;1;56.090579917
692488;236;1;1;1;65.395131453
692489;236;1;1;1;63.186151172
692490;236;1;1;1;85.702327803
692493;236;1;1;1;158.54718282
692494;236;1;1;1;147.76394242
692495;236;1;1;1;218.39905972
692496;236;1;1;1;85.428100735
692497;236;1;1;1;89.956063263
692499;236;1;1;1;66.640905845
692501;236;1;1;1;168.57846667
692502;236;1;1;1;157.41243882
692504;236;1;1;1;97.5453892
692505;236;1;1;1;68.119928596
692506;236;1;1;1;126.11707725
692507;236;1;1;1;109.60962721
692508;236;1;1;1;72.730078461
692510;236;1;1;1;86.195633076
692511;236;1;1;1;147.80393126
692512;236;1;1;1;136.43485801
692513;236;1;1;1;112.04754675
692514;236;1;1;1;98.066427206
692516;236;1;1;1;104.36211747
692517;236;1;1;1;70.775379005
692518;236;1;1;1;79.05652529
692519;236;1;1;1;75.029093165
692520;236;1;1;1;63.186151172
692521;236;1;1;1;48.542680487
692522;236;1;1;1;69.977668123
692523;236;1;1;1;58.427687414
692525;236;1;1;1;65.818907471
692526;236;1;1;1;62.770031576
692527;236;1;1;1;46.263557937
692528;236;1;1;1;93.579644337
692529;236;1;1;1;77.744320646
692530;236;1;1;1;68.285259622
692531;236;1;1;1;79.100294912
692532;236;1;1;1;64.66057071
692533;236;1;1;1;116.43473831
692534;236;1;1;1;133.3142913
692539;236;1;1;1;177.8771819
692540;236;1;1;1;155.87760745
692541;236;1;1;1;117.1445582
692542;236;1;1;1;121.00488565
692543;236;1;1;1;130.64114625
692549;236;1;1;1;106.69642512
692550;236;1;1;1;109.55760127
692551;236;1;1;1;134.45992729
692552;236;1;1;1;139.35799233
692554;236;1;1;1;97.550370889
692555;236;1;1;1;53.376763779
692556;236;1;1;1;68.661261419
692558;236;1;1;1;57.909660767
692560;236;1;1;1;133.52429538
692561;236;1;1;1;142.26128384
692562;236;1;1;1;81.722022671
692563;236;1;1;1;128.57860773
692564;236;1;1;1;71.308367943
692565;236;1;1;1;70.756756277
692566;236;1;1;1;52.671681706
692567;236;1;1;1;82.273634338
692568;236;1;1;1;63.227092243
692569;236;1;1;1;139.35799233
692570;236;1;1;1;70.055495171
692571;236;1;1;1;69.67841583
692572;236;1;1;1;139.35799233
692573;236;1;1;1;111.2983053
692574;236;1;1;1;66.483991725
692575;236;1;1;1;77.077013042
692576;236;1;1;1;49.069805929
692577;236;1;1;1;53.03821166
692579;236;1;1;1;60.694908835
692580;236;1;1;1;100.03879089
692581;236;1;1;1;123.31447553
692582;236;1;1;1;139.14948995
692583;236;1;1;1;99.390295206
692584;236;1;1;1;68.786588606
692585;236;1;1;1;82.168200951
692586;236;1;1;1;124.85590647
692587;236;1;1;1;151.87907063
692588;236;1;1;1;86.195633076
692589;236;1;1;1;86.195633076
692590;236;1;1;1;108.38954959
692591;236;1;1;1;102.42788943
692592;236;1;1;1;133.28328763
692593;236;1;1;1;110.92707128
692594;236;1;1;1;54.628207698
692595;236;1;1;1;45.508332994
692596;236;1;1;1;72.771020984
692597;236;1;1;1;62.060855815
692598;236;1;1;1;66.589816786
692599;236;1;1;1;49.206586023
692600;236;1;1;1;66.589816786
692601;236;1;1;1;81.321928774
692602;236;1;1;1;78.259254579
692603;236;1;1;1;54.020947079
692604;236;1;1;1;132.38967673
692605;236;1;1;1;142.26128384
692606;236;1;1;1;52.587648609
692607;236;1;1;1;67.442231725
692608;236;1;1;1;67.280913036
692610;236;1;1;1;150.61339272
692612;236;1;1;1;128.02832332
692613;236;1;1;1;139.77095777
692614;236;1;1;1;103.76168944
692615;236;1;1;1;107.84576375
692617;236;1;1;1;110.2139321
692618;236;1;1;1;137.73588397
692619;236;1;1;1;120.65485108
692620;236;1;1;1;128.30204927
692621;236;1;1;1;131.63781494
692623;236;1;1;1;133.8785713
692624;236;1;1;1;55.850113705
692625;236;1;1;1;109.02908259
692626;236;1;1;1;90.020615542
692627;236;1;1;1;97.967939641
692628;236;1;1;1;65.033580592
692629;236;1;1;1;73.1590419
692630;236;1;1;1;73.881971208
692631;236;1;1;1;84.056937605
692632;236;1;1;1;73.881971208
692634;236;1;1;1;122.43189686
692635;236;1;1;1;122.43189686
692636;236;1;1;1;142.20191072
692637;236;1;1;1;98.596722511
692638;236;1;1;1;121.93824329
692639;236;1;1;1;167.80792598
692640;236;1;1;1;109.19047813
692641;236;1;1;1;109.19047813
692642;236;1;1;1;62.060855815
692643;236;1;1;1;56.920698208
692644;236;1;1;1;53.904508838
692645;236;1;1;1;71.084420068
692646;236;1;1;1;92.485856647
692647;236;1;1;1;66.08601288
692648;236;1;1;1;101.64410394
692651;236;1;1;1;126.08540641
692656;236;1;1;1;125.21443997
692657;236;1;1;1;128.53202872
692658;236;1;1;1;127.01971452
692659;236;1;1;1;82.168200951
692660;236;1;1;1;79.05652529
692661;236;1;1;1;79.05652529
692662;236;1;1;1;102.17989289
692663;236;1;1;1;64.976982464
692664;236;1;1;1;98.728361206
692665;236;1;1;1;105.20553499
