DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P1398S1;P1398S2;P1398S3;P1398S4;P1398S5;P1398S6;P1398S8;P1398S9;P1398S10;P1398S12;P1398S13;P1398S20;P1398S22;P1590S1;P1590S2;P1590S3;P1590S4;P1590S5;P520S1;P520S2;P520S3;P520S4;P520S8;P520S9;P520S5;P520S10;P520S6;P3103
677360;236;1;1;1;1044.9917285;1;1;1;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
677361;236;1;1;1;2322.4629347;1;1;1;1;1;2;1;2;1;1;;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;6
677362;236;1;1;1;1162.4619006;1;1;1;2;1;1;1;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
677363;236;1;1;1;1061.6930993;1;2;2;2;2;2;2;1;1;2;;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1
677364;236;1;1;1;1044.9917285;2;2;1;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677365;236;1;1;1;1573.6193663;1;2;1;2;1;2;1;2;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;4
677366;236;1;1;1;1626.1571017;2;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677367;236;1;1;1;1355.680651;1;2;2;2;2;2;1;2;1;1;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5
677368;236;1;1;1;689.9426601;1;1;2;2;2;2;2;1;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677369;236;1;1;1;1263.5699702;1;2;1;1;2;1;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677370;236;1;1;1;1511.6386858;1;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677371;236;1;1;1;910.60036702;2;2;1;1;2;2;1;2;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677372;236;1;1;1;1163.7811808;1;1;1;1;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677373;236;1;1;1;1150.4485229;1;1;1;1;2;2;1;2;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677374;236;1;1;1;1702.4043868;1;1;1;2;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677375;236;1;1;1;1491.9337436;1;1;2;1;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677376;236;1;1;1;1828.4069637;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677377;236;1;1;1;1491.9337436;1;1;2;1;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677378;236;1;1;1;971.05756821;1;1;1;1;1;2;2;1;1;1;;1;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;4
677379;236;1;1;1;1372.4150944;2;2;2;2;1;2;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
677380;236;1;1;1;931.5937005;1;1;2;1;1;2;1;1;1;1;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4
677381;236;1;1;1;1176.3557952;1;1;1;2;2;2;2;1;1;2;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
677382;236;1;1;1;995.23021763;1;2;2;2;2;2;2;1;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677383;236;1;1;1;883.88780315;1;2;2;2;2;2;2;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
677384;236;1;1;1;1107.6777086;1;1;2;1;2;1;1;2;2;2;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
677385;236;1;1;1;956.49872691;1;1;1;1;2;2;1;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677386;236;1;1;1;1705.8802684;1;2;1;2;2;2;1;2;1;1;;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;
677387;236;1;1;1;1014.2238906;1;1;1;1;2;2;2;2;1;1;;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;
677388;236;1;1;1;651.76618156;1;1;1;2;1;2;1;1;1;1;;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;
677389;236;1;1;1;1537.143857;2;2;2;2;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677390;236;1;1;1;1411.8326835;1;1;1;1;1;2;1;1;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677391;236;1;1;1;1427.59824;1;2;1;2;2;2;1;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
677392;236;1;1;1;1850.6438909;1;1;1;2;1;1;1;2;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
677393;236;1;1;1;1694.9014081;1;1;1;1;2;1;1;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
677394;236;1;1;1;1746.7101201;1;1;1;1;1;1;1;1;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
677395;236;1;1;1;2385.8851449;1;2;2;2;1;2;1;1;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
677396;236;1;1;1;2163.6812034;1;2;2;2;2;2;2;1;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
677397;236;1;1;1;1597.3878362;1;1;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677398;236;1;1;1;1313.7038873;1;2;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4
677399;236;1;1;1;1552.7896496;1;2;2;1;2;2;2;2;1;1;;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;
677400;236;1;1;1;1815.9657944;1;1;1;1;1;1;1;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677401;236;1;1;1;1417.4123106;1;2;1;1;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677402;236;1;1;1;1334.6608456;1;2;1;1;2;2;2;1;1;1;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;6
677403;236;1;1;1;1266.6566406;1;2;1;1;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677404;236;1;1;1;1497.1801029;1;2;1;1;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677405;236;1;1;1;1497.1801029;1;2;1;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677406;236;1;1;1;1676.8842076;1;2;1;1;2;2;2;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677407;236;1;1;1;1583.3208008;1;1;1;1;1;2;2;1;1;1;;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;8
677408;236;1;1;1;1692.581393;1;1;1;2;2;2;1;2;1;2;;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;3
677409;236;1;1;1;2024.8752129;1;2;1;1;2;2;1;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
677410;236;1;1;1;1692.581393;1;1;2;2;1;2;1;1;1;2;;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;6
677411;236;1;1;1;589.81745151;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677412;236;1;1;1;1944.5832028;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677415;236;1;1;1;1521.9473136;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677416;236;1;1;1;2529.3244756;2;2;1;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677417;236;1;1;1;1521.9473136;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677418;236;1;1;1;1992.9070729;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677420;236;1;1;1;2279.6086533;2;2;2;2;2;2;1;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677421;236;1;1;1;1992.9070729;1;2;2;2;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677422;236;1;1;1;4274.4518435;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677423;236;1;1;1;3565.9214151;2;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677424;236;1;1;1;2014.1344609;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677425;236;1;1;1;1727.4328805;1;2;1;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677426;236;1;1;1;1787.421506;1;2;1;2;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677427;236;1;1;1;788.10110896;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677428;236;1;1;1;471.85396121;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677429;236;1;1;1;1184.1447911;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677430;236;1;1;1;2312.0844099;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677431;236;1;1;1;471.85396121;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677432;236;1;1;1;471.85396121;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677433;236;1;1;1;471.85396121;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677434;236;1;1;1;471.85396121;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677435;236;1;1;1;941.31265741;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677436;236;1;1;1;2279.6086533;2;2;1;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677437;236;1;1;1;471.85396121;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677438;236;1;1;1;1037.1110415;2;2;1;2;2;2;1;2;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
677439;236;1;1;1;471.85396121;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;9
677440;236;1;1;1;471.85396121;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;9
677441;236;1;1;1;471.85396121;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;9
677442;236;1;1;1;1184.1447911;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;9
677443;236;1;1;1;1184.1447911;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677444;236;1;1;1;589.81745151;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677448;236;1;1;1;1269.552216;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677449;236;1;1;1;3228.0211515;2;1;1;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677450;236;1;1;1;3656.1358769;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5
677451;236;1;1;1;2159.7947665;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677452;236;1;1;1;1384.9660538;2;1;2;2;2;2;2;2;2;2;;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;8
677453;236;1;1;1;3637.342045;2;1;2;2;2;2;2;1;2;2;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
677454;236;1;1;1;1384.9660538;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;8
677455;236;1;1;1;1384.9660538;2;1;2;2;2;2;2;2;1;2;;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;7
677456;236;1;1;1;4396.8884884;2;1;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677457;236;1;1;1;1722.303832;1;1;2;1;2;2;1;2;2;2;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;7
677458;236;1;1;1;2019.2038507;1;1;1;1;2;1;2;2;2;1;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
677459;236;1;1;1;1384.9660538;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677460;236;1;1;1;1649.4244427;2;1;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677461;236;1;1;1;1384.9660538;2;1;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677462;236;1;1;1;1384.9660538;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677463;236;1;1;1;1384.9660538;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677464;236;1;1;1;1384.9660538;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677465;236;1;1;1;4069.7288049;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677466;236;1;1;1;3048.8348915;2;1;2;2;2;1;1;2;1;1;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
677467;236;1;1;1;2720.4088411;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677468;236;1;1;1;2841.6825498;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677469;236;1;1;1;3303.8696172;1;1;2;2;2;1;1;2;2;2;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
677470;236;1;1;1;2994.8158461;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677471;236;1;1;1;1384.9660538;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677472;236;1;1;1;1384.9660538;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677473;236;1;1;1;3377.6793396;1;1;1;2;2;1;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677474;236;1;1;1;1384.9660538;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677475;236;1;1;1;136.94700159;1;1;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677476;236;1;1;1;43.574083312;1;1;1;1;1;2;1;1;1;1;;1;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2
677477;236;1;1;1;73.953062208;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;5
677477;236;2;1;2;73.953062208;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;5
677478;236;1;1;1;66.398546223;1;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;4
677479;236;1;1;1;70.106962013;1;1;2;1;2;2;1;2;1;1;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3
677480;236;1;1;1;144.03186374;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;4
677482;236;1;1;1;121.73066808;1;1;1;2;2;2;1;1;1;1;;1;2;1;1;2;2;2;2;1;1;2;2;2;2;1;2;4
677483;236;1;1;1;129.64099373;1;1;1;1;1;1;2;1;1;2;;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;7
677484;236;1;1;1;131.35933605;2;2;2;2;2;2;2;2;1;1;;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;8
677485;236;1;1;1;117.05584794;1;2;2;1;2;1;2;2;1;1;;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;8
677486;236;1;1;1;80.478315851;1;1;1;1;2;2;1;1;1;1;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2
677487;236;1;1;1;52.587648609;1;1;1;1;1;2;1;2;1;1;;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;7
677489;236;1;1;1;74.794490691;1;1;1;1;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677490;236;1;1;1;68.956506461;1;1;2;1;2;2;1;1;1;1;;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2
677491;236;1;1;1;100.52906796;1;1;2;1;2;2;2;2;1;1;;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;4
677492;236;1;1;1;63.774767432;1;2;2;2;2;2;1;2;1;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677493;236;1;1;1;78.982688965;1;1;2;2;2;2;1;1;1;1;;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;5
677494;236;1;1;1;67.926486025;1;2;2;2;2;2;1;1;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
677495;236;1;1;1;58.767310494;2;2;2;2;2;2;2;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
677497;236;1;1;1;54.625417952;1;1;1;2;2;1;1;1;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;9
677498;236;1;1;1;55.905524803;1;2;1;2;2;1;2;2;1;1;;2;2;2;1;2;2;2;1;1;2;2;2;1;2;2;2;7
677499;236;1;1;1;92.43922607;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677500;236;1;1;1;69.176348731;1;2;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677501;236;1;1;1;53.921642317;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677502;236;1;1;1;65.880437741;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677503;236;1;1;1;76.519935539;1;2;2;1;2;2;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677504;236;1;1;1;59.287224829;1;1;2;1;2;2;1;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677505;236;1;1;1;50.975303933;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677506;236;1;1;1;65.880437741;1;1;1;1;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677507;236;1;1;1;84.315085723;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677508;236;1;1;1;68.473500793;1;1;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677509;236;1;1;1;65.179176636;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3
677511;236;1;1;1;49.548916759;1;1;2;2;2;2;1;2;1;1;;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;6
677512;236;1;1;1;87.90836493;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677513;236;1;1;1;49.483781591;1;1;1;1;1;2;1;1;1;1;;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2
677514;236;1;1;1;52.587648609;1;1;1;1;2;2;2;2;1;1;;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
677515;236;1;1;1;112.15638126;2;2;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677516;236;1;1;1;104.04658873;2;1;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677517;236;1;1;1;96.97008721;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677518;236;1;1;1;73.459138117;2;1;2;1;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;9
677519;236;1;1;1;73.988685317;2;2;2;2;2;1;1;2;2;1;;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;4
677520;236;1;1;1;78.982688965;1;1;1;2;1;2;2;2;1;1;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4
677521;236;1;1;1;65.734560761;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677522;236;1;1;1;82.273461516;2;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677523;236;1;1;1;86.711639672;2;2;2;2;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677524;236;1;1;1;75.824511126;1;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677525;236;1;1;1;88.303465121;1;1;1;1;2;2;1;1;1;1;;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;6
677526;236;1;1;1;109.55760127;1;1;1;1;1;2;1;1;1;1;;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;3
677527;236;1;1;1;81.04232729;1;1;1;2;1;1;1;1;1;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;
677528;236;1;1;1;132.52039361;1;1;1;1;1;1;1;1;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
677529;236;1;1;1;101.97385334;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2
677530;236;1;1;1;124.65748448;1;1;1;1;1;1;1;1;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
677531;236;1;1;1;126.42264182;1;1;2;1;1;2;1;1;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
677532;236;1;1;1;64.315048464;2;1;1;1;2;2;2;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677533;236;1;1;1;109.55760127;1;1;1;1;1;1;1;1;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
677534;236;1;1;1;87.743304821;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677535;236;1;1;1;131.63781494;1;1;1;1;1;1;1;1;1;1;;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;4
677536;236;1;1;1;130.75523627;1;1;2;2;1;2;1;1;1;1;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2
677537;236;1;1;1;105.40870039;1;1;1;1;1;2;1;1;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
677538;236;1;1;1;102.17989289;1;2;1;1;1;2;1;1;1;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
677539;236;1;1;1;124.53316655;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677540;236;1;1;1;112.02478291;1;2;2;2;2;2;2;2;1;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677541;236;1;1;1;142.26128384;1;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677542;236;1;1;1;99.582670282;1;1;2;1;1;1;1;1;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
677543;236;1;1;1;107.84576375;1;2;2;1;2;2;1;1;1;1;;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;3
677544;236;1;1;1;95.568402209;1;2;2;2;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677545;236;1;1;1;137.2761075;1;1;2;1;2;1;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677546;236;1;1;1;1569.0759646;1;1;1;1;1;1;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;
677547;236;1;1;1;1569.0759646;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677549;236;1;1;1;3223.608518;1;1;2;1;1;1;2;2;2;1;;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;4
677550;236;1;1;1;3223.608518;2;2;2;2;2;2;2;1;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;9
677551;236;1;1;1;3594.2010288;2;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4
677553;236;1;1;1;6937.2878478;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677554;236;1;1;1;9289.3713984;2;2;2;2;2;2;2;2;2;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677556;236;1;1;1;6607.679271;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677557;236;1;1;1;2724.5194148;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677558;236;1;1;1;162.1785371;1;2;2;1;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677559;236;1;1;1;86.255518235;2;2;2;2;2;2;1;1;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;
677560;236;1;1;1;94.058648934;1;1;1;1;1;2;1;1;1;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;
677561;236;1;1;1;91.844943413;1;2;2;2;2;2;1;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
677562;236;1;1;1;136.66021593;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
